user_name,rating,user_base,review,date_of_experience,date_written,photos,party
GloriaMary,5,"Washington DC, DC",Nice renovation. A nice sitting area of to the side. Good access to the car park. I do miss the fountain.,May-18,23-May-18,4,Solo
Ellenlyn,4,"Larksville, PA","It's not much, just that word. An easy quick cross-off of things to see. And who doesn't like a little love on their vacation? It's full of tourists,and everyone when we saw were happy and friendly and offered to take photos of one another. Very near City Hall. After it IS the city of brotherly love.",May-18,20-May-18,0,Friends
SharStar12,5,"Philadelphia, PA","If you haven't visited this spot, then you don't know too much about Philly! See the people, the musicians, the skateboarders, the busy workers, the busy shoppers, you name it..it's here. If you're coming to Philly, stop by this iconic landmark first thing.",Jul-17,20-May-18,0,
Empress215,4,"Abington, PA",Im a hopeless romantic. Why would I snap a pic next to LOVE!! it was improptu but I enjoyed my 5 min photo session.,May-18,06-May-18,0,Friends
DWYSYWD,4,"Germantown, TN",Stop by Love Park for a photo opportunity with someone you care about. Parking on the street in front is accessible on the weekend.,May-18,30-Apr-18,1,Couples
Elisabeth B,4,"Philadelphia, PA","The City of Philadelphia has proudly worn this moniker since the time of William Penn in the 17th century. It is therefore fitting that after massive structural renovations the JFK Plaza in Center City near City Hall will now be known as Love Park, proudly fronted by a copy of Robert Indiana’s iconic Love sculpture with the lopsided “O.” I have walked across this plaza innumerable times and went to take a look at the new configuration. With some parts still under construction, dissenting voices are already suggesting that, unlike Philadelphia’s much cherished Rittenhouse Square, the new structure is not a traditional park but a concrete platform that one traverses rather than enjoys. Structural renovation mandated some redesign and the need for greater security might also help explain the rather flat and featureless appearance. I found the new plaza easy to negotiate and while shade providing trees might be missing for now there are ample places to sit under an umbrella, have a coffee or check the messages on one’s cellphone. Eventually two substantial fountains will be added and many programs are being planned to entertain visitors. And similarly to the Rocky statue at the Philadelphia Museum of Art people were lining up to have their photograph taken at at the Love sculpture with the lopsided “O.”

Love Park will be officially dedicated on May 30, 2018. Enjoy your stroll.",Apr-18,29-Apr-18,6,Solo
CuriousTravelerRadio,2,"Lancaster, PA","While you can see the love sign on the East side of the park, watch out for the drunk, homeless guy who is using the statue of Ben Franklin as his hangout. Things are under construction and generally not very attractive. Let's hope that things change for the summer.",Apr-18,12-Apr-18,0,Solo
Some random guy,5,,"What a nice park, we stopped here on our way back from visiting Independence hall, and the Liberty Bell.",Apr-18,06-Apr-18,1,
Silvita,2,,"...the park is basically a construction area...and the sign is a little small...after the magic gardens of Philadelphia...another ""tourist attraction point"" that will definitely disappoint…",Apr-18,02-Apr-18,0,Family
Lucky Travel Junkie,5,"Cancun, Mexico","We went by on our way to the Art Museum and had to stop for the photos, of both the LOVE and the AMOR statues. Philadelphia is truly an amazing city, and everyone seems to truly embody the “brotherly love” ambience. So many smiley faces and helpful strangers.",Apr-18,02-Apr-18,2,Family
Matt P,2,"Gainesville, VA",I thought it would be some grand thing since I read you had to see this thing. It was small and boring. I always thought this would be huge. What a rip.. Philly you can do better.,Jul-18,11-Jul-18,0,Family
Seb M,3,,"I always thought this would be huge, not sure why. It was worth finding but blink and you will miss it.",Jun-18,09-Jul-18,0,
loribaby95,5,"Pittsburgh, PA",Very cool public park! Enjoyed the cool down under the fountain and fantastic view of the city! We LOVED Love Park! ❤️,Jul-18,07-Jul-18,2,Couples
Fun_traveler1380,4,"Westchester County, NY","We were staying about 8 blocks away so it was an easy walk. My husband and (very active) 1 year old walked over early evening. It was not overly crowded for a Saturday night. The sign had some people standing around, all being cordial and waiting their turns to take pics. The view from the LOVE sign straight to the Art Museum steps is really incredible. I wish I had a better camera to capture it. The fountain just beyond the sign with the lights was extremely entertaining for our curious 1 year old. He loved running over the lights (just watch the kiddos - staring into those lights would not be a good idea) and it was so hot we let him get as close to the water as he could without getting soaked. One thing to watch out for - lot's of homeless people in the surrounding area! no one bothered us or asked for anything but its always good to be aware. Have fun!",Jun-18,03-Jul-18,0,
Spencer P,4,"Prairie Village, KS","We went to Love Park to see the iconic Love sculpture by Robert Indiana. We parked in China Town for $5 dollars and walked first to Reading Terminal Market then afterwards we made our way down Arch street to Love Park, the line to take a picture wasn't bad and it was a neat experience.",Jun-18,03-Jul-18,0,Couples
Bob F,4,"Cheltenham, PA","They took away the fountain, and replaced it with a flat surface fountain. It is a lot different than what it was before. Flatter for people with disabilities, places to sit and have lunch, they put the Christmas Village there this past Christmas. Recently turned the fountain on. Come see how it changed.",Jun-18,22-Jun-18,0,
Dana K,4,"Frenstat pod Radhostem, Czech Republic","It is more a plaza than a park, thought it would be a quieter place - it is a busy little square in the middle of the city and next to the city hall, the welcoming gate of Benjamin Franklin Park. Plus there is the LOVE statue - and another one AMOR on the way through the parkway and to the National Gallery. Interesting place to visit :)",Jun-18,19-Jun-18,0,Couples
Marypantalones,5,"Philadelphia, PA",I love the new Love Park. The 2018 redesign opens it up to feel so expansive and inspiring. The openness draws your eye to the horizon where the art museum looks back at you. And when you turn around City Hall looks so pretty. The Robert Indiana sculpture is perfectly situated for fun photo-taking. Thanks Philly!,Jun-18,15-Jun-18,0,
2fridad,4,"Houston, TX","In the city of brotherly love, I had to find the 'LOVE' art which has been changed to the 'AMOR' art installation. The installation sits on a steel box so that people can stand under it for pictures. This was a great stop. If you love doing totally touristy things where ever you go, this is a MUST stop! A young couple walked up and the guy was trying to take a selfie while under the art but couldn't make it work so I offered to take their picture. A nice stop!",Dec-17,11-Jun-18,0,
dectwelth,5,"Philadelphia, PA",The old Love park scenery in my opinion was a lot more beautiful than the New Love Park. The new Love Park is much cleaner than the old because in the old Love Park is where you would find a lot of the city's homeless population. Now you can come with your family and take your picture with our Love Park Monument. A picture I know that you will admire for the rest of your life and your visit to our city.,May-18,27-May-18,0,
Mark K,5,,"We took a leisurely stroll through Philly and walked through this park, very clean and wow, the views were great.",Aug-18,22-Aug-18,0,Family
Toby E,3,"Huntington Station, NY","Can't Lie I was expecting more!!! The fountain was not operating when we were there. So maybe that took away from the view. It was nice to see down to the Rocky Steps. But hard to pull into a picture. Need to work some photo magic to remove people in the background of your photos.
Def stop by while walking around city!!",Aug-18,20-Aug-18,1,Couples
Wendy P,4,"Ottawa, Canada",We were disappointed that the fountain wasn't on during one of the hottest days in July! We were happy to snap a few pictures in front of the LOVE sign. There were about 6 people ahead of us in line but it goes quickly. The hop on hop off bus stop is at the corner near Pennsylvania station. Glad we stopped here!,Jul-18,15-Aug-18,4,Couples
hertravel13,3,NJ,"I always wanted to see the park I've seen in print and media. It is nice and good for some photos, but this visit underwhelmed me. There was a dry fountain area. It was hot and sunny and I'm not sure why there wasn't any water. There are tables and chairs and I was thankful for some shade from the umbrella at the table. I got my LOVE sculpture photo, for which you'll probably wait in line. But most folks are happy to take your picture and you'll take theirs. The skyline has some great photo ops, too, as does the area across JFK Blvd with huge board game pieces and other sculptures.
For my chance to get my photo, I give it an excellent rating, but only average for the overall park.",Aug-18,14-Aug-18,0,Couples
Teresa S,5,New Jersey,"Awesome time in Philly for spring break. When you get to the Love sculpture you need to line up to take a photo, There is a spot (near logan square) with a smaller sculpture in Spanish (amor) where you can take a picture with no line.",Mar-18,08-Aug-18,0,
Kris W,5,,We weren't sure what to expect but we checked this out because we were at City Hall and it's right next door. Kids loved the splash park! It's very well kept and wasn't trashy at all. View of the Art Museum is nice from here too. There was a line for photos at the LOVE sculpture so we took photos from the side and behind the line. Would go back for sure!,Aug-18,05-Aug-18,2,Family
James K,3,"Morrow, OH","If you really want to see the sculpture, stop and take the picture. However, there's not much else in this concrete park (unless you count the homeless). It's neat, but then leaves a little to be desired as a meaningful stop.",Jul-18,02-Aug-18,1,Couples
IanWright_Philly,2,"Philadelphia, PA","The old Love Park was a multi level concrete construction with lots of wonderful sharp edges, drops and railings to remove many a tooth, break many a bone and deliver many a concussion as it seemed designed to be the perfect unofficial skate park for the city. As a result the city made skateboarding there illegal, and as a result even the designer took a spin through there to show off his skills.

Two years ago they started renovations with the promise of a new 21st century park. The result, with small and large basin less fountains to delight toddlers and dogs, is a single level granite plane that neither shows off the Love Sculpture to its best nor provides an attractive place for lunch time trysts, summer naps or relaxing breaks to read a book. It’s just a little boring.

By all means take a wander through, then keep going down the parkway to The Franklin Institute or Art Museum. What was once a somewhat anachronistic piece of cityscape is now just plain bland.",Jul-18,22-Jul-18,0,Couples
Maxx882,5,"Miami, FL","Summer in the City….. Slow down and stroll through Love Park. Lots of fun orange seats to relax, maybe a picnic, and enjoy the passers-by. Two ping-pong tables await for friendly games. The fountain is refreshing visually. The architecture, City Hall, a fabulous Tromp L’Oeil Mural on the Meridian Hotel, and the iconic LOVE Sculpture by Robert Indiana offer a panoply of views.

Sit a while and enjoy.",Jul-18,15-Jul-18,6,Solo
Sarah Mahler,3,"Park Ridge, IL","I was under the impression it would have the ‘love’ sign big like they have in other cities with their names. But nope it was tiny, made for you to stand under and not on. The view from the sign was great and the building across the street has some cool toy art but overall i was disappointed.

Also there is very little shade so expect to be in the sun.",Jul-18,14-Jul-18,1,Family
FrankandJenn,3,"Wilkes-Barre, PA","This park contains the iconic LOVE statue and is a great photo opportunity. The are often events at the park and food trucks can be found along the edge. Unfortunately, the seems to be a large number of homeless people in and around the park sleeping in mid day.",Oct-18,21-Oct-18,0,Couples
Nina P,5,"Haverhill, MA",We went here specifically to get a picture with the LOVE statue. It was smaller than I expected. There was no line to get a picture taken and nobody else around so it was nice to spend some time taking fun and silly pictures. The fountain wasn't operating so we didn't have the nice shot of the statue with the fountain in the back but we still got some great pictures. the park has a nice space to relax with some lounge chairs. It's a nice area with great views of the city!!!,Aug-18,15-Oct-18,0,Family
VJOH,4,Norway,As a tourist in Philadelphia this was on the must see list. As everybody else a picture under the Love sign is a must do.,Sep-18,07-Oct-18,0,Couples
L H,3,Texas,"This park is located diagonal from City Hall across JFK Blvd. There are crosswalks to assist in getting over to it. It isn’t as large as I expected but the Love sign is a great photo opt and people were making use of it. There was plenty of seating and it was a busy place the day we visited.
Large open paved area with smaller greenway, fountain, LOVE sculpture for photos, metal seating of small bistro style tables and ping pong tables to use.
It seemed to be popular with people taking a break from work or their day to catch a little rest and relaxation along with tourists taking pictures.
It appeared they were working on part of it but not sure what that was going to be.
Of course it is noisy as streets are on all sides of it downtown and there wasn't really much shade.
So we just made a quick visit. Do wish I'd taken a picture at the sign though but there was a short line.",Jun-18,09-Sep-18,0,Couples
Charmain D,3,"Charlotte, NC",It is a small park in Center City. Most tourist go there to take a picture of the Love Sign. I found it to be smaller than the photos I have seen of the sign. The park is nice for people watching. Nice area where there are lots of statues and art work.,Aug-18,07-Sep-18,3,
Meg1235,3,"Toronto, Canada",Stopped by here around 9 pm after dinner to get a picture of the love sign lit up and we were made to feel very uncomfortable. There was a homeless man who immediately offered to take our picture with our phones. We politely declined but he was very insistent and constantly hovered over us promising that he wouldn’t steal our phones. We ended up taking pictures for another tourist couple and they did the same for us and the homeless man became quite aggressive as to why we wouldn’t let him take our picture. We were also approached by 2 other homeless people asking for money in the 10 minutes we were there. Unfortunately we could not fully enjoy the statue or the views of the surrounding buildings as we were made to feel very uncomfortable and somewhat threatened. Maybe we would have had a better experience during the day.,Sep-18,04-Sep-18,0,Couples
maritimeramman,4,"Quispamsis, Canada","Interesting park with activities around.
Lots of people taking pictures with the love statue. There is another one Amor down the street.",Aug-18,03-Sep-18,6,Couples
Stephanie D,2,"Naples, FL","There are many really cool statues in downtown philly and this one seems minor and somewhat out of place amongst all the cool historical sites to see. Nevertheless, if u r nearby, might as well take a quick photo but be aware, it’s really small and there’s likely a line",Sep-18,01-Sep-18,0,Couples
Matt Y,3,"Marion, OH",The park is nice. You can wait in line to get your picture with this art piece. Several other nearby items to see within walking distance.,Aug-18,26-Aug-18,0,Family
teleiap,4,"Eden, VT","I'm not sure what everyone else is expecting. I just wanted to see the LOVE sculpture and I was duly rewarded. From what our guide said, the park has been under renovation for the last year or two, so maybe that's why people have been so disappointed. As of August 2018, it's almost complete. All they have left to finish is the round building.",Aug-18,22-Aug-18,1,Family
Nikos T,4,"Orlando, FL","Don't know why people complain. It is what it is, you go up to it, take a picture, have someone take your picture and that's it. It's also not out of the way so there you have it.",Aug-18,15-Nov-18,0,Solo
Nank135,4,"Jersey Shore, NJ","I heard that this park was just redone so not sure what was there before. When we walked up, we couldn't believe how small the sign actually was. Not a long line and I still liked it, but it was not as big as I thought. Across the street we also did silly pictures with the big games pieces from Sorry an Monopoly and the big dominoes. Then we walked through city hall which was cool!",Nov-18,12-Nov-18,0,Family
Rana_ran22,4,"Jeddah, Saudi Arabia",Even though there is no fountain anymore the love park is still the place to go to relax and enjoy watching people. Many activities happen there . There is also free games all day and of course the love sign,Nov-18,10-Nov-18,2,Solo
RealDS,3,"London, UK","This is a very popular monument in Philly. To my disappointment, I learnt that they have scaled down the monument. It used to be huge but is much smaller than it once was. Nonetheless it’s still great for selfie opportunities",Nov-18,07-Nov-18,2,Solo
Judith J,5,Philadelphia,Love Park has gotten brighter and better since the construction. There is more space and more to do.,Nov-18,06-Nov-18,0,
h44c,5,"Miami, FL",A lovely small park featuring the original LOVE sculpture. Plenty of places to sit and enjoy the surroundings and watch the little sparrows play.,Nov-18,06-Nov-18,0,Couples
Shan_the_explorer,4,"Pasig, Philippines","During our visit, the LOVE sign was closed due to maintenance. On our way to Benjamin Franklin Museum, we hopped off (BIG BUS TOURS) to this very eye catching sign, AMOR. Also love in spanish, we just find it too cute not to have a photo with it. Love it!",Dec-17,03-Nov-18,1,Couples
Vicki A,5,"Brunswick, Md.",We have enjoyed walking in this park during the daytime and also at night. We love it. Always fun to be here and of course taking our fotos at the LOVE statue! The water fountains are also fun to be around and watch the little kids (and big kids) play in them. A MUST when in the Philly area!,Sep-18,24-Oct-18,0,Couples
Elisabeth B,5,"Philadelphia, PA","Philadelphia seems to have adopted Robert Indiana’s enigmatic LOVE statue with its lopsided “O” as its own since various editions exist throughout the city. The most prominent location is right across from City Hall in its own little LOVE Park on the Bank of America Plaza with City Hall and William Penn atop as well as the rest of Philadelphia at its feet. Another copy of the statue inspires passersby on the campus of the University of Pennsylvania where it competes for attention with the imposing sculpture of Benjamin Franklin seated on his high pedestal.

When I recently crossed LOVE Park around noontime intent on catching a suburban regional train underground, I felt compelled to stop and smile and watch children and their parents, a young couple and a group of school children reinforce their civic lesson by posing at the statue and having their photograph taken, sometimes by a complete stranger.

After all, Philadelphia is the City of Brotherly Love!",Oct-18,23-Oct-18,0,Solo
Kevin Parsakia,5,"Vienna, VA","The Love park draws in many types of visitors ranging from locals, tourists, couples, families,friends,etc. Plenty of seating whether you just want to relax or soak in the peaceful vibes. I loved the fountains on such a cool day. Expect some lines if you want to take a picture under the love statue. You can also play ping pong and take some amazing shots of the city. You have panaramic views of the art musuem, major hotels,etc.",Oct-18,22-Oct-18,4,Couples
mpia0215,4,,"Went here during the thanksgiving weekend. It’s a small Christmas village. There’s all kinds of vendors from food to clothing to home and decors. It’s more of a German theme Christmas village. Try the bratwurst, pancake and the fries! Delicious! Then you go in the Kathe Wohlfahrt store! Full of Christmas decorations/ornaments! It’s a bit cold to go around so bundle up. Not a lot of area to sit around if u buy food or drink. It’s right across the city hall where there’s also more stalls.",Nov-18,13-Dec-18,3,Family
alimited162,5,"Philadelphia, PA",Christmas village at Love park is so beautiful and romantic. great unique shops. I bought a handpainted ornament for my tree.,Dec-18,11-Dec-18,0,
Leaner65,3,"Marlton, NJ","Took the train to Philly to go to Love Park. The city has an outdoor Christmas village with plenty of vendors selling everything from clothing, food, snacks and holiday gifts. Across the street in front of city hall are more vendors and the outdoor ice skating rink. The crowds weren't bad and the weather was cold but we just bundled up. It's a nice place to visit and walk around the city.",Dec-18,09-Dec-18,0,Couples
bruce p,5,"Albuquerque, NM","Not only can you get your picture taken under the famous love sign but this is a Christmas village with all sorts of arts and crafts and good beverages from local artisans. There's a couple of sections of this with a good mix of all of that and each part. There's even an ice skating rink. Great time, great Christmas shopping, great tourist attraction.",Dec-18,06-Dec-18,3,Friends
Joe C,4,"Mullica Hill, NJ",We visited Love park during their Christmas village display. Lots of shops and places to get a snack. After visiting Love park I suggest going across the street and visiting Macy's to see their light show and the Dickens village.,Dec-18,02-Dec-18,0,Family
Megan G,4,"Kintnersville, PA","It’s such an iconic piece of art and so associates with Philly, of course you have to see it. It is smaller than I had thought. It’s so close to City Hall and other attractions, you owe it to yourself to make your Philly visit complete by seeing this little reminder of such a pure sentiment.",Nov-18,28-Nov-18,0,Friends
TheSeaSoothesMySoul,5,"Hershey, PA","Just visited the park during the Christmas Village. Very nice walking through the stands and sampling foods, wines and seeing all the neat items for sale by varied vendors. Free event, and right next to City Hall.",Nov-18,26-Nov-18,3,Couples
FayAshleyS,5,"Harrisburg, PA",I haven’t been in here in years up until 11-24-18. It is still super cute and a must see especially during the holidays!!,Nov-18,25-Nov-18,1,Couples
rollmanc2019,4,"Philadelphia, PA","It's that time of the year again, they have just opened the xmas village at love park for the rest of the year, they have all sorts of German vendors, as well as other vendors. you can buy unique jewelry, all kinds of xmas Nic Nacs, good food, good fun for the whole family. if you are in town this is a must visit. merry xmas ! :-)",Nov-18,23-Nov-18,0,Friends
jadybugs,5,"Calgary, Canada",We love this sign! Got some good pictures and then when were in NYC after we found that one too but we liked this one better as you can stand under it.,Oct-18,20-Nov-18,0,
I visited this place🇺🇸🇬🇧🇫🇷🇳🇱🇨🇭,3,Israel,"I must be missing something here- what’s the big deal about a grassy area with the LOVE emblem? What goes on there? It’s behind (or us in front of) City Hall.

It’s certainly not “iconic,” tests for sure. And for the review that marvel led at seeing people from “four countries: how did that person know?

For me, the important point here is a memorial to the Holocaust/ the genocide of six million European Jews during World War II- see my photos.",Jan-19,04-Feb-19,3,Solo
teabee34,5,"Apple Valley, CA","I’ve always wanted to visit this park, and on a recent business trip I was able to stop by. The city view is captivating. There is so much to see with the neighboring buildings and architecture. Definitely a bucket list check off. Down the street they have an Amor sign- so cute! Same logo style.",Jan-19,28-Jan-19,2,Business
Farzdude,5,"Philadelphia, PA","Nice small garden. If its sunny, you will enjoy much more. You can walk to other nearby attractions from this park. Make it it a central parking location during your visit to the city. Parking is a problem. I suggest to go for a paid covered parking-house type of place and pay that $20-30 for the many hours you will spend there.",Oct-18,28-Jan-19,0,
pwm1031,5,"Nashville, TN","I was in town for a couple of days and had to check out this iconic attraction. The weather was great so there were several people in the park. Even though the park is in the center of a very busy city, it was as if we were on an island. I enjoyed seeing so many people of many varied ethnic backgrounds. In just the little time I was there I saw people from at least four other countries enjoying the views. It would have been nicer if the sign was bigger.",Oct-18,15-Jan-19,3,Business
Kork215,4,"Philadelphia, PA","U can’t come to Philly w/o getting a cheesesteak, pretzel and visiting Love Park! It’s iconic and makes the ultimate Philly pic. Can get crowded depending on when u go.",Jan-19,10-Jan-19,1,Couples
Paul F,4,"Brooktondale, NY","The sign was...a LOT smaller than I thought it would be. Is there...is there another sign somewhere? (The German market around Christmastime was awesome, though! We hit the strudel tent like three times.)",Dec-18,09-Jan-19,0,Family
jpsantana20,5,"Lawrence, MA",It was redone and made smaller. I would still recommend checking it out. There is one not far from it in Spanish as well.,Jan-19,07-Jan-19,0,
Bobette B,4,"Exton, PA","We went here the week before Christmas and it was a cute place! There are a lot of vendors selling various items (food, purses, ornaments, scarves, decorations etc). There was Christmas music playing, a small beer garden, photo ops with the ""Love Park"" sign and a band. I'm not sure what it is like when it is not Christmas but if you are there over the holiday, it's definitely worth a stop.",Dec-18,27-Dec-18,0,Family
Barbara Jurck,1,"Tabernacle, NJ","it’s nice to go and say you been but if you don’t go you didn’t miss anything. The sign it’s small and the park too, maybe when it’s not Christmas time it’s worse because they will not have Christmas lights and foods.",Dec-18,26-Dec-18,2,
PaleoGypsy,5,"Philadelphia, PA","A great photo op is located at the Love Park sculpture. Depending upon when you go, you may have to wait in line. While waiting in line, feel free to talk to the locals. The visitors consist of local and non-local visitors.Love Park is an iconic stop. Suburban Station is located across the street. In addition to Love Park, there is a LOT to do in this area. Take advantage of the museums, murals, shops, and restaurants. There is a lot of FREE activities in this area, too.",Dec-18,16-Dec-18,3,Solo
AndyB5542,4,"Minneapolis, MN","My daughter spent an hour in the morning getting ready for the day of site seeing, just to take a pic in front of the Love sign.

It’s a must do activity while in Philly.",May-19,28-May-19,0,Family
Joanne R,3,"San Ramon, CA","We returned in the evening in order to get nighttime pictures of the artwork. The LOVE sign is lighted at night. I thought the colors rotated, but it was only red on one side & green on the other the night we were there.",May-19,25-May-19,2,Friends
Meaghan G,3,,The Love sign is actually pretty small compared to what it looks like in pictures. It's also very busy and there was a line to get a picture. I am glad I saw it but I'm not sure I would go out of my way to see it again.,May-19,23-May-19,2,Solo
Eco_Travel_Explorer,3,Texas,"Our friend who met with us lives in Philadelphia. He tried to tell us that Philadelphia is the city of love, and this is one of its symbols. Naturally how many people knows these facts?",May-19,10-May-19,0,Friends
NeoWasHere,2,"Frederick, MD","Constructed in aluminum, one of Robert Indiana's LOVE sculptures sits in John F. Kennedy Plaza for all the world to see since 1978. The original LOVE sculpture is on exhibit at the Indianapolis Museum of Art. This reproduction sculpture is actually a lot smaller than I anticipated, and much like its newly renovated park which it calls home, was nothing but a let down for me. I didn't feel like waiting for other visitors to get done checking it out to take my own picture so I didn't. I was also feeling sick. History reveals the joy of skateboarding was once had here until the city's ""love"" ordinance banned it from public property in 2003. After a recent renovation, the park from yesteryear is no more now replaced with a flat, sterile lifeless designed slab of concrete.",Apr-19,21-Apr-19,0,Friends
KC Gypsy Explorer,4,"Crawfordville, FL",Stopped here with a friend to take pictures at the famous love statue. We had spent several hours walking around downtown Philly and this was one of our favorite photo ops.,Apr-19,05-Apr-19,1,Friends
surfinginflorida,4,"Niceville, FL",This is a picture op and people line up to take pictures in front of the sign. But it is part of the Ben Franklin parkway which is a wonderful walk from the Art Museum to City Hall.,Mar-19,28-Mar-19,0,Couples
Sheetal S,5,"Gurugram (Gurgaon), India",good place to visit some time in the afternoon and get clicked and remember the jews who died in the Halocaust . This park is a true symbol of this city's love of all around us!,Mar-19,20-Mar-19,0,Solo
Andres72423,3,"Bridgeport, CT",The Love Park essentially is the Home to the Love statue. While there we stayed in line to take a picture below it. The line moved quickly and if the people behind you are nice enough they will take your picture with your loved one. I guess the reason you come here is to find Love which I guess I did. Did not see much of anything else; I’ve read reviews which talk about a fountain there but I did not see one in the winter time. Regardless we had fun and took great pics so it is all good,Feb-19,18-Feb-19,0,Couples
GoingPlacesWanderlust,4,"Lehigh Valley, PA","We come to Philadelphia every Christmas to visit relatives. We always stop at Christmas Village in Love Park! It’s so festive- music, lots of vendors and food, lights, large tree - great photo opts!! - beer garden, mulled wine, cheese haus, crafts, jewelry, ornaments, sweaters, art, purses - lot and lots of unique items!",Dec-18,13-Feb-19,4,Family
KC Gypsy Explorer,4,"Crawfordville, FL",Took my granddaughter here while we were visiting in Philly. She thought the love signs were awesome and played in the water fountains. This is a great place for touristy pictures.,Jun-19,18-Jul-19,3,Family
Walkinlove,4,"Denver, PA","Nice park for a photo op at the LOVE sign or I ❤️Philly sign. Worth a quick stop if in the area.
Place to sit and relax.",Jul-19,09-Jul-19,0,Friends
Mje12518,4,"Southern Shores, NC","Great location for pictures of young children, college graduates and family groups. If you are within walking distance, do it !!",Jun-19,09-Jul-19,0,Family
TipperNC,3,"Huntersville, NC","The “love sign” is cool but significantly smaller than you think. The “I Love Philly” sign is nearby and so is one that says “Amor”, which I found cooler than the Love sign for its irony. There is also an area with oversized board game pieces around the corner. All in all not much to write home about but still worth a walk over if you’re staying downtown. It’s also along the walk to the Rocky statue/stairs and the Rodin museum from City Hall so it’s an easy take in. Free, obviously.",Jul-19,02-Jul-19,4,Solo
Audpr,1,"Saint Mary's City, MD","The LOVE sign is significantly underwhelming, to-say-the-least. It's so small, and you stand underneath to take your pics. The park overall could be amazing if it had more food trucks, a bathroom, and put a stop to some random girl trying to sing. I think that my overall dislike for Philly carries over onto my salty attitude to this park as well. The water feature for the kids is pretty cool, and it a nice place, just expected more.",Jun-19,02-Jul-19,0,Couples
momoftwofreehold,5,,The view from that vantage point are underestimated. It feels like you are in the middle of everything. Though there was a line to take a picture everyone was patient and understanding. I would have paid for a professional photo and was surprised that wasn't an option.,Jun-19,24-Jun-19,0,Family
ILoveFoodComa,4,"Burbank, CA","Popular Love park~ There are seating area in this park, food cart vendor and the famous LOVE sign. Definitely an Instagram photo spot~ This park is located at a very busy area, near City Hall. In the day time, there are always police patrolling the area so less homeless people sleeping in the park.",May-19,17-Jun-19,2,Solo
Joe R,5,"Shakopee, MN",This is one of my favorite parks. I liked the iconic statue and the ping pong table and other games. It's a really good place to take pics and its clean with lots of staff.,Jun-19,14-Jun-19,0,Family
BRBE001,5,Fenton,Very cute plaza with some great views and water fountains. Places to sit and relax also. Very cute photo op!!!,May-19,06-Jun-19,0,Couples
Import R,3,Florida,"It’s neat for the photo op, but not as neat as you’d really want it to be. From a touristy perspective we did it cause its the cliche thing to do. If you are nearby, have a look and get in line to get a pic. But don’t go out of your way to see it.",Mar-19,29-May-19,3,Couples
Trf,4,,We literally parked and ran out of the car to grab a family picture at this historic sculpture. So fun,Jan-19,02-Sep-19,0,Family
Steve Lewis,5,"Lausanne, Switzerland","The waiting line to get your picture under neath the sign could be long.

The point is not really the sign but more the plaza that give a great view in high rise building, old down town or other nice architecture",Sep-19,31-Aug-19,0,Family
monkeycowmeow,4,"Elma, NY",Fun stop for photo opportunities with the love sign and i heart philly sign. The splash pad was a hit with the kids. Nice place to sit and relax for a bit.,Aug-19,16-Aug-19,0,Family
Tracy M,5,"Greensboro, NC",More than anything a great place for photos. Quick visit and well worth it. You may have to wait your turn for pictures with Love sign but it's ok. Work this stop into your agenda. You'll see the Love Statue in many Philadelphia pictures.,Aug-19,10-Aug-19,0,Family
pfefmeister,3,"San Francisco, CA","Surprised this is even listed as an attraction, because there isn’t much to see here. I guess folks like to have their picture taken in front of the Amor sign, but that’s the only attraction. Way better parks in Philly.",Aug-19,05-Aug-19,0,Couples
Ginas418,5,"DeLand, FL","We walked here from our hotel. We enjoyed taking pictures with the LOVE sign and we enjoyed walking across the park to take pictures with the ""I love Philly"" sign.",Jul-19,04-Aug-19,0,Couples
Roly82,1,,"I honestly don't know why people come here just to take a picture next to a silly insignificant sign. The traffic and parking in this city are terrible. We did several laps around this location and blocks near, and we were only able to find ONE parking space after 30 minutes of searching. One member of our party was handicap and had their handicap placard to place on the rear view mirror so we did, we parked, got down to take the picture and returned to see a parking ticket on our wiper. I think this city is too much trouble for what it is.",Jul-19,30-Jul-19,0,Couples
ali_marie85,4,"Long Beach, CA","Cute park to visit to take photos as there is a couple of Love signs. Also noticed there was a water feature where kids could play in on hot summer days. Although surrounded by busy streets, the park seemed to be quiet and a nice place to relax and take in the citie's scenery.",Jul-19,30-Jul-19,1,Couples
Ballew0907,5,"Depauw, IN",Super place for photos. Right next to the tour bus stops. Easy in and out. Well maintained. Kids can play parents can relax.,Jul-19,29-Jul-19,0,Family
travelbug,5,"Pensacola, FL",This is a cool spot to walk through in town. It’s a great place to take photos. Locals will approach you to give them money for taking photos of you. At least they are offering a service and not just begging for money. There is a large homeless presence in the area but none of the people really bothered my friend and I even after sunset.,Jul-19,25-Jul-19,0,Friends
Mark P,5,"Hot Springs, AR","This is were you find the iconic ""LOVE"" sculpture for your bucket list trip to Philidelphia. An open air park just about a block northwest of City Hall it is an easy walk .",Apr-19,24-Oct-19,0,
Tofurry,3,"Renton, WA","My husband basically dropped my sons and I off on the side of the road, we took pictures with Love Sign, and then we jumped back in the car. It looks like a nice park but being right in the middle of the city and with busy streets, finding parking to enjoy it might be difficult.

Cute sign, no one was around when we went there in the evening.",Sep-19,14-Oct-19,0,
Jackie D,2,"Melbourne, Australia",I saw the park and sign from a open bus and whilst with friends in their car. Definitely nothing special and you can just link it to a bus sight seeing trip.,Oct-19,12-Oct-19,0,Couples
